"brand","sku","product_name","supplier_cost","product_description_html"
"Columbia Tools","HMP","Columbia Mud Pump (Top Disconnect)",277.45,"<p>What a workhorse this tool is. Built to perform in the toughest environment, our pump smoothly and quickly fills your tools. With a 20 degree angle, the handle acts as a lever and keeps the operator from having to reach as far as other models on the market.</p> <p>Features:</p> <ul> <li>20 degree angled handle makes pumping easier and more comfortable</li> <li>Hand made from U.S. billet aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","IA90","Columbia 90 Inside Plastic Applicator",60.09,"<p>Proportionate grooves give you a consistent mud distribution on the 90 degree inside angle and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market.</p> <p>Features:</p> <ul> <li>Available in Inside 90° angle</li> <li>Quick release clip</li> <li>Channeled grooves for evenly dispersed mud and controlled flow</li> <li>Long lasting, durable and strong</li> <li>Machined using top quality Ultra High Molecular Weight materials</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","ICA21","Columbia 2 Wheel Inside Corner Applicator",39.41,"<p>Columbia Inside Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall. Offered in two and four wheel designs.</p> <p>Features:</p> <ul> <li>The one way model is offered with two wheels or four wheels</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","ICA41","Columbia 4 Wheel Inside Corner Applicator",50.51,"<p>Columbia Inside Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall. Offered in two and four wheel designs.</p> <p>Features:</p> <ul> <li>The one way model is offered with two wheels or four wheels</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","ICATW","Columbia Two Way Internal Corner Applicator",66.51,"<p>Columbia Two Way Internal Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall.</p> <p>Features:</p> <ul> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","MH","Columbia Matrix Extendable Flat Box Handle",232.76,"<p>The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you’re used to with the Columbia brand of tools. The Columbia Matrix mechanical flat box handle is made of all billet aluminum, ensuring a long life.</p> <p>Features:</p> <ul> <li>Now available in 3 sizes!</li> <li>Fully mechanical brake</li> <li>90 degree grip allows for better control over the box</li> <li>First Flat Box Handle handmade solely from U.S. billet aluminum</li> <li>Sizes extend: 29″ to 39″ (MHS), 40″ to 60″ (MH), and 56″ to 76″ (MHL)</li> <li>Machined in our state of the art facility in Canada</li> <li>Ergonomic handle grip for easy brake pressure</li> <li>Fits all Flat Box brands</li> </ul>"
"Columbia Tools","MH17","Columbia Matrix Pinch Brake",10.77,"<p>Columbia Matrix Pinch Brake</p>"
"Columbia Tools","MH21","Columbia Matrix Grip Adjuster Housing",4.4,"<p>Columbia Matrix Grip Adjuster Housing</p>"
"Columbia Tools","MH24","Columbia Matrix Pinch Brake Bushing",5.88,"<p>Columbia Matrix Pinch Brake Bushing</p>"
"Columbia Tools","MH25","Columbia Matrix Pinch Brake Stem",6.36,"<p>Columbia Matrix Pinch Brake Stem</p>"
"Columbia Tools","MH9","CTTMH9",10.31,"<p>Columbia Matrix Pinch Brake Rod</p>"
"Columbia Tools","MHL","Columbia Matrix XL Extendable Flat Box Handle",256.15,"<p>The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you’re used to with the Columbia brand of tools. The Columbia Matrix mechanical flat box handle is made of all billet aluminum, ensuring a long life.</p> <p>Features:</p> <ul> <li>Now available in 3 sizes!</li> <li>Fully mechanical brake</li> <li>90 degree grip allows for better control over the box</li> <li>First Flat Box Handle handmade solely from U.S. billet aluminum</li> <li>Sizes extend: 29″ to 39″ (MHS), 40″ to 60″ (MH), and 56″ to 76″ (MHL)</li> <li>Machined in our state of the art facility in Canada</li> <li>Ergonomic handle grip for easy brake pressure</li> <li>Fits all Flat Box brands</li> </ul>"
"Columbia Tools","MHS","Columbia Matrix 29-39"" Extendable Flat Box Handle",221.07,"<p>The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you’re used to with the Columbia brand of tools. The Columbia Matrix mechanical flat box handle is made of all billet aluminum, ensuring a long life.</p> <p>Features:</p> <ul> <li>Now available in 3 sizes!</li> <li>Fully mechanical brake</li> <li>90 degree grip allows for better control over the box</li> <li>First Flat Box Handle handmade solely from U.S. billet aluminum</li> <li>Sizes extend: 29″ to 39″ (MHS), 40″ to 60″ (MH), and 56″ to 76″ (MHL)</li> <li>Machined in our state of the art facility in Canada</li> <li>Ergonomic handle grip for easy brake pressure</li> <li>Fits all Flat Box brands</li> </ul>"
"Columbia Tools","OA90","Columbia Outside 90 Mud Head",60.09,"<p>Proportionate grooves give you a consistent mud distribution on the 90 degree outside angles and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market.</p> <p>Features:</p> <ul> <li>Available in Outside 90° angle</li> <li>OA90-325 for 325 No-Coat</li> <li>Quick release clip</li> <li>Channeled grooves for evenly dispersed mud and controlled flow</li> <li>Long lasting, durable and strong</li> <li>Machined using top quality Ultra High Molecular Weight materials</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","PC1H","Columbia Predator One Handle",57.33,"<p>Columbia Predator One Handle</p>"
"Columbia Tools","PC1HEXT","Columbia 3-5' Predator One Extendable Handle",115.39,"<p>Columbia 3-5' Predator One Extendable Handle</p>"
"Columbia Tools","PCHXL","Columbia 4-8' Predator Long Extendable Handle",142.51,"<p>Columbia 4-8' Predator Long Extendable Handle</p>"
"Columbia Tools","PCLT42","Columbia 42"" Predator Cam Lock Tube",242.69,"<p>Columbia 42"" Predator Cam Lock Tube</p>"
"Columbia Tools","PCMT42","Columbia 42"" Predator Compound Tube",181.28,"<p>Columbia 42"" Predator Compound Tube</p>"
"Columbia Tools","PHA","Columbia Aluminum Coarse Thread Adapter",6.98,"<p>Columbia Aluminum Coarse Thread Adapter</p>"
"Columbia Tools","PHMP","Columbia Predator Hot Mud Pump",327.49,"<p>Columbia Predator Hot Mud Pump</p>"
"Columbia Tools","PMH","Columbia 40""-58"" Predator Matrix Box Handle",256.05,"<p>Columbia 40""-58"" Predator Matrix Box Handle</p>"
"Columbia Tools","PMHL","Columbia 56""-76"" Predator Matrix Box Handle",285.59,"<p>Columbia 56""-76"" Predator Matrix Box Handle</p>"
"Columbia Tools","PMHS","Columbia 29""-39"" Predator Matrix Box Handle",250.07,"<p>Columbia 29""-39"" Predator Matrix Box Handle</p>"
"Columbia Tools","PTAPER","Columbia Predator Carbon Fiber Automatic Taper",1458.91,"<p>The Predator is the world’s first Carbon Fiber Taper and the benefits that come with this are endless. The Columbia Taper is a precision built tool that has been perfected over 38 years, but now it is also significantly lighter than all other tapers on the market and dent proof. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to our easy to remove cap for cleaning, this tool will not let you down. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. The Patent Pending Pump Action cutting sleeve gives the operator a smoother glide over teflon bearings, superb grip and the pull ring is great for higher ceilings. The Predator maintains it’s stable temperature and remains warm to the touch. Every taper comes standard with an adjustable brake and quick release for tape changing. The Titanium pull rod is just another detail that adds style and edge to this innovative, unique taper. If you are serious about taping and care how a taper feels and performs this is the one for you.</p> <p>Features:</p> <ul> <li>Handmade from Carbon Fiber and steel components</li> <li>Titanium pull rod</li> <li>Adjustable Brake</li> <li>Quick release for tape changing</li> <li>Reduced Drag system for corners</li> <li>Stainless steel side plates, creaser arms and cable drum</li> <li>Quick release cap</li> <li>NEW Very smooth Patent Pending Pump Action cutting system with a roller chain</li> <li>53″ in length</li> <li>Machined in our state of the art factory in Canada</li> </ul>"
"Columbia Tools","PTS","Columbia Predator Tactical Set",4052.14,"<p>The NEW Predator Tactical Set makes moving to Automatic Taping Tools easy and includes the upgrade of the Columbia Predator Carbon Fibre Automatic Taper! Every taping tool you will need to completely finish a house comes packaged inside our durable, rugged Road Case. This set takes the guess work out of choosing the perfect drywall taping tools kit.</p> <p>Set Includes:</p> <ul> <li>Road Case</li> <li>Predator Automatic Taper</li> <li>10″ Flat Box</li> <li>12″ Flat Box</li> <li>Matrix Handle</li> <li>7″ Tomahawk</li> <li>24″ Tomahawk</li> <li>8″ Throttle Box</li> <li>3″ Anglehead</li> <li>Hot Mud Pump</li> <li>Box Filler &amp; Gooseneck</li> <li>Corner Roller</li> <li>AHA</li> <li>3″ Nail Spotter</li> <li>Columbia One Handle and Columbia One EXT</li> <li>Sander Head</li> <li>Twist Lock Handle</li> <li>Tomalock Adapter</li> <li>Repair Kits: AH-RK, FFBR9-10, FFBR9-12, FFBR7-7A, CTR-1</li> </ul>"
"Columbia Tools","RC","Columbia Road Case",658.08,"<p>The highly requested Columbia Road Case has an extremely durable design to protect your tools on the job. Built to take the abuses of travel, and wear and tear from job sites, the Road Case comes equipped with rubber feet, rolling wheels and ergonomic handles. This case will hold a full set of Columbia tools, including a pump!</p> <p>Features:</p> <ul> <li>Most durable tool case on the market</li> <li>Rolling wheels</li> <li>Ergonomical handles on front and side for easy carrying and rolling</li> <li>Rubber feet on bottom for protection and easy grip</li> <li>Latches have locking capabilities</li> <li>Measurements: 17”x9”x57”</li> </ul>"
"Columbia Tools","SACS","Columbia Semi Automatic Commando Set",718.35,"<p>The NEW Commando Set from Columbia Tools takes the guess work out of moving over to Semi-Automatic Drywall Tools. This set is a great introduction to Semi-Auto tools for the part-time finisher, or someone who is looking to make the leap to Automatic tools but doesn’t want to jump right in yet. This set will save you time and give you a great finish. The Commando set comes with all the essentials in the Semi-Auto line, as well as a convenient case to store, and keep safe, your new Columbia Tools.</p> <p>Set Includes:</p> <ul> <li>Semi-Automatic Case</li> <li>2.5″ Standard Flusher (2.5SF)</li> <li>3″ Standard Flusher (3SF)</li> <li>42″ Compound Mud Tube (CMT42)</li> <li>Columbia One Extendible Handle – 3′-5′ – (C1HEXT)</li> <li>Columbia One Fixed Handle (C1H)</li> <li>Angle Head Adapter (AHA)</li> <li>Flat Applicator Head (CFLT)</li> <li>Two-Way Internal Applicator (ICATW)</li> <li>Corner Roller Head (CR)</li> </ul>"
"Columbia Tools","SAT","Columbia Semi Automatic Taper",166.26,"<p>The Semi-Automatic Taper or “Bucket Taper” allows users to apply a specific amount of compound to a large volume of tape. It has a tape spool with brake to cut down on operator fatigue. Columbia’s semi automatic taper is easy to use, durable and has laser engraved instruction on the door.</p> <p>Features:</p> <ul> <li>Tape spool with brake to control tape dispensing</li> <li>Hand made from U.S. billet aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","SB212","Columbia Replacement 12"" Blade for Tomahawk",19.09,"<p>Columbia Replacement 12"" Blade for Tomahawk</p>"
"Columbia Tools","SB214","Columbia Replacement 14"" Blade for Tomahawk",23.35,"<p>Columbia Replacement 14"" Blade for Tomahawk</p>"
"Columbia Tools","SB218","Columbia Replacement 18"" Blade for Tomahawk",27.59,"<p>Columbia Replacement 18"" Blade for Tomahawk</p>"
"Columbia Tools","SB224","Columbia Replacement 24"" Blade for Tomahawk",31.83,"<p>Columbia Replacement 24"" Blade for Tomahawk</p>"
"Columbia Tools","SB232","Columbia Replacement 32"" Blade for Tomahawk",36.07,"<p>Columbia Replacement 32"" Blade for Tomahawk</p>"
"Columbia Tools","SB27","Columbia Replacement 7"" Blade for Tomahawk",10.61,"<p>Columbia Replacement 7"" Blade for Tomahawk</p>"
"Columbia Tools","SBSET","Columbia Sabre Set",239.99,"<p>The New Columbia Sabre set takes the guess work out of starting off with Smoothing Blades. Just like the Tomahawk Warrior set, this set contains a variety of sizes that will help you complete most every smoothing blade job. From wiping down tapes, to fully coating walls and ceilings, and everything in between, this kit will have you covered.</p> <p>The Sabre Set comes with the Sabre essentials, as well as a convenient case to protect your investment. The case also makes it easy to get your set onto the job site. Columbia Sabre Smoothing Blades make easy work out of sanding and finishing.</p> <h4>SET INCLUDES:</h4> <ul> <li>Sabre Case</li> <li>10″ Sabre</li> <li>16″ Sabre</li> <li>24″ Sabre</li> <li>32″ Sabre</li> <li>Sabre Claw Adaptor</li> <li>Sabre Pole</li> </ul>"
"Columbia Tools","SPTAPER","Columbia Sawed Off Mini PREDATOR Automatic Taper",1458.91,"<p>Columbia Taping Tools introduces the world's first Mini Carbon Fiber Taper, The Predator ""Sawed Off"" Mini. Unlike other taper bodies made mostly from aluminum, the Predator's Carbon Fiber construction, makes this precision-engineered tool&nbsp;20% lighter&nbsp;and more durable then any standard mini taper on the market. Another unique benefit of this Dent Proof construction, is that Carbon Fiber maintains temperature stability, meaning this taper will remain warm to the touch. The 6 wheel cutting sleeve has been updated in favor of teflon sliders which gives the operator a smoother glide and better grip. Now, changing the sliders out is simple field maintenance and can be installed with a standard screwdriver in minutes as opposed to half an hour or more. The pull ring is ideal for higher ceilings. The Predator will tape flats and angles effortlessly with less drag in the corners. The quick release cap makes cleaning a breeze and the stainless steel side plates, cable drum, and creaser arms offer a lifetime of corrosion resistance. With style, functionality, and durability the Predator from Columbia takes the -Evolution of Taping- to a whole new level. Predator ""Sawed Off"" Mini is perfect for taping drywall in small rooms and closets when a full size taper is too cumbersome.</p> <p>Features:</p> <ul> <li>Handmade From Carbon Fiber and Steel Components.</li> <li>Titanium Pull Rod.</li> <li>Adjustable Brake.</li> <li>Quick Release For Easy Tape Changing.</li> <li>Zero Drag System For Corners.</li> <li>Knurled Sleeve With Pull Ring.</li> <li>Stainless Steel Side Plates, Creaser Arms And Cable Drum.</li> <li>Quick Release Cap.</li> <li>NEW Patent Pending Pump Action Sleeve Offers Smoother Cut.</li> <li>Machined In Columbia's State Of The Art Factory In Canada.</li> <li>Measures 42"" in Length Compared To 52"" Of Full-Size Taper.</li> </ul>"
"Columbia Tools","STAPER","Columbia Sawed Off Mini Automatic Taper",1166.49,"<p>The Columbia Automatic Taper is a precision built tool that is back by popular demand. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to any easy to remove cap for cleaning, this tool will not let you down. A hard anodized tube eliminates the track lines that occur on so many other tools. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. Every taper comes standard with an adjustable brake and quick release for tape changing. At 39″, this taper is perfect for tight spaces such as stairwells, closets, scaffold and low ceilings. If you are serious about taping and care how a taper feels and performs this is the one for you.</p> <p>Features:</p> <ul> <li>39″ compared to a regular taper at 53″</li> <li>Holds a 500ft roll of standard tape</li> <li>Handmade from U.S. billet aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> <li>Now with NEW Pump Action Sleeve – smoothest cutting sleeve on the market</li> <li>Adjustable Brake</li> <li>Quick release for tape changing</li> <li>Zero Drag system for corners</li> <li>Hard anodized tube</li> <li>Stainless steel side plates, creaser arms and cable drum</li> <li>Quick release cap</li> </ul>"
"Columbia Tools","TAPER","Columbia Automatic Taper",1166.49,"<p>The Columbia Automatic Taper is a precision built tool that has been perfected over 40 years. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to any easy to remove cap for cleaning, this tool will not let you down. A hard anodized tube eliminates the track lines that occur on so many other tools. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. The NEW Patent Pending Pump Action Sleeve gives the operator the smoothest cut on the market and the pull ring is great for higher ceilings. Every taper comes standard with an adjustable brake and quick release for tape changing. If you are serious about taping and care how a taper feels and performs this is the one for you.</p> <p>Features:</p> <ul> <li>Handmade from U.S. billet aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> <li>Now with NEW Pump Action Sleeve – smoothest cutting sleeve on the market</li> <li>Adjustable Brake</li> <li>Quick release for tape changing</li> <li>Zero Drag system for corners</li> <li>Hard anodized tube</li> <li>Stainless steel side plates, creaser arms and cable drum</li> <li>Quick release cap</li> </ul>"
