sku,field,before,after,protected_field
FFB5A,Meta: _dtb_commerce_mode,quote_only,purchasable,false
FFB7,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
FFB7,Meta: _dtb_commerce_mode,quote_only,purchasable,false
FFB7-SHOE,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
FFB7-SHOE,Meta: _dtb_commerce_mode,quote_only,purchasable,false
FFB7A,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
FFB7A,Meta: _dtb_commerce_mode,quote_only,purchasable,false
FFB8,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
FFB8,Meta: _dtb_commerce_mode,quote_only,purchasable,false
FFB9,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
FFB9,Meta: _dtb_commerce_mode,quote_only,purchasable,false
FFB9-10,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
FFB9-10,Meta: _dtb_commerce_mode,quote_only,purchasable,false
FFB9-12,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
FFB9-12,Meta: _dtb_commerce_mode,quote_only,purchasable,false
FFB9-14,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
FFB9-14,Meta: _dtb_commerce_mode,quote_only,purchasable,false
FFB9-5.5,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
FFB9-5.5,Meta: _dtb_commerce_mode,quote_only,purchasable,false
FFB9-7,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
FFB9-7,Meta: _dtb_commerce_mode,quote_only,purchasable,false
FFB9-8,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
FFB9-8,Meta: _dtb_commerce_mode,quote_only,purchasable,false
FHTT,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Tool Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
FHTT,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
FHTT,Meta: _dtb_category_key,handles,automatic_taping_tools,false
FHTT,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
FHTT-CC,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Tool Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
FHTT-CC,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
FHTT-CC,Meta: _dtb_category_key,handles,automatic_taping_tools,false
FHTT-CC,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
FMH,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
FMH,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
FMH,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
FMH,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
GN,Categories,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,Taping & Finishing Tools > Automatic Taping Tools > Goosenecks & Box Fillers,false
GN,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
GN,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
GN,Meta: _dtb_display_category_key,pumps,automatic_goosenecks_box_fillers,false
GN,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Pumps&amp;schematic=columbia-gooseneck-adapter,/schematics?brand=columbia-taping-tools&category=Pumps&schematic=columbia-gooseneck-adapter,false
GSR-TT,Categories,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,Taping & Finishing Tools > Automatic Taping Tools > Goosenecks & Box Fillers,false
GSR-TT,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
GSR-TT,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
GSR-TT,Meta: _dtb_display_category_key,pumps,automatic_goosenecks_box_fillers,false
HFFB14,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HFFB14,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HFFB14-10,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HFFB14-10,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HFFB14-12,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HFFB14-12,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HFFB14-14,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HFFB14-14,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HFFB14-8,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HFFB14-8,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HFFB1A-10,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HFFB1A-10,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HFFB3,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HFFB3,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HFFB3-PLATE,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HFFB3-PLATE,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HFFB3A,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HFFB3A,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HFFB4D,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HFFB4D,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH-BRASS-CONNECTOR,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH-BRASS-CONNECTOR,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH10A,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH10A,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH10B,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH10B,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH12,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH12,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH13,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH13,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH14,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH14,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH15,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH15,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH16,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH16,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH16A,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH16A,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH17A,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH17A,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH17B,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH17B,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH17C,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH17C,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH19,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH19,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH2,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH2,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH23,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH23,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH30,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH30,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH31,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH31,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH32,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH32,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH33,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH33,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH35,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH35,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH5,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH5,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH7,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH7,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH8,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH8,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HH9,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HH9,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HMP,Categories,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,false
HMP,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
HMP,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
HMP,Meta: _dtb_display_category_key,pumps,automatic_loading_pumps,false
HMP,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Pumps&amp;schematic=columbia-mud-pump,/schematics?brand=columbia-taping-tools&category=Pumps&schematic=columbia-mud-pump,false
HMP-C,Categories,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,false
HMP-C,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
HMP-C,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
HMP-C,Meta: _dtb_display_category_key,pumps,automatic_loading_pumps,false
HNS-DOOR-SPRING,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS-DOOR-SPRING,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS10,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS10,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS10A,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS10A,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS12,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS12,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS12A,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS12A,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS13,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS13,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS15,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS15,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS15-2,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS15-2,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS15-3,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS15-3,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS17A,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS17A,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS18,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS18,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS20,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS20,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS4,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS4,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS4-2,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS4-2,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS4-3,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS4-3,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS7,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS7,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS7-2,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS7-2,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS7-3,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS7-3,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS8,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS8,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS8-2,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS8-2,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNS8-3,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNS8-3,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HNSA-14,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HNSA-14,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HP1,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HP1,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HP44,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HP44,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HP45,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HP45,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HP46,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HP46,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HP47,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HP47,Meta: _dtb_commerce_mode,quote_only,purchasable,false
HPA-48,Categories,Drywall Finishing Tools > Parts,Replacement Parts,false
HPA-48,Meta: _dtb_commerce_mode,quote_only,purchasable,false
IA90,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
IA90,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
IA90,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
IA90,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
ICA2-1,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
ICA2-1,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
ICA2-1,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
ICA2-1,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
ICA2-1,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Applicators&amp;schematic=columbia-inside-corner-applicator,/schematics?brand=columbia-taping-tools&category=Applicators&schematic=columbia-inside-corner-applicator,false
ICA4-1,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
ICA4-1,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
ICA4-1,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
ICA4-1,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
ICATW,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
ICATW,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
ICATW,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
ICATW,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
ICATW,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Applicators&amp;schematic=columbia-2-way-internal-corner,/schematics?brand=columbia-taping-tools&category=Applicators&schematic=columbia-2-way-internal-corner,false
LV5-CORNER-APPLICATOR,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
LV5-CORNER-APPLICATOR,Meta: _dtb_commerce_mode,parent_container,purchasable,false
LV5-CORNER-APPLICATOR,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
LV5-CORNER-APPLICATOR,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
LV5-CORNER-FINISHER,Categories,Drywall Finishing Tools > Automatic Taping Tools > Angle Heads,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,false
LV5-CORNER-FINISHER,Meta: _dtb_commerce_mode,parent_container,purchasable,false
LV5-CORNER-FINISHER,Meta: _dtb_category_key,corner,automatic_taping_tools,false
LV5-CORNER-FINISHER,Meta: _dtb_display_category_key,corner_tools,automatic_angle_heads_corner_finishers,false
LV5-CORNER-FLUSHER,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,false
LV5-CORNER-FLUSHER,Meta: _dtb_commerce_mode,parent_container,purchasable,false
LV5-CORNER-FLUSHER,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
LV5-CORNER-FLUSHER,Meta: _dtb_display_category_key,corner_tools,semi_corner_flushers,false
LV5-CORNER-HANDLE-APPLICATOR-EXT,Categories,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
LV5-CORNER-HANDLE-APPLICATOR-EXT,Meta: _dtb_commerce_mode,parent_container,purchasable,false
LV5-CORNER-HANDLE-APPLICATOR-EXT,Meta: _dtb_category_key,handles,automatic_taping_tools,false
LV5-CORNER-HANDLE-APPLICATOR-EXT,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
LV5-CORNER-HANDLE-FINISHER-EXT,Categories,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
LV5-CORNER-HANDLE-FINISHER-EXT,Meta: _dtb_commerce_mode,parent_container,purchasable,false
LV5-CORNER-HANDLE-FINISHER-EXT,Meta: _dtb_category_key,handles,automatic_taping_tools,false
LV5-CORNER-HANDLE-FINISHER-EXT,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
LV5-CORNER-ROLLER-HANDLE,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Tool Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
