Brand,Product Name,SKU,Product Price,Product Description,Matched DTB Brand,DTB Brand Match Method,DTB Brand Match Confidence
TapeTech,"TapeTech 7"" EasyClean Pressure Plate 210027",210027,96.79,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Flat Box 4-40 Tie Rod 200040",200040,28.79,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Flat Box Blade 200001",200001,5.22,"TapeTech Replacement 7"" Blade for Drywall Flat Finishing Boxes TapeTech 200001 Drywall Master 7FF-27 Columbia FFB9-7",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Flat Box Repair Kit - 501C7",501C-7,17.68,"TapeTech 7"" Flat Box Repair Kit - 501C7 7"" Flat Box Repair Kit For Drywall Master / Tapetech / Level5",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Flat Box Repair Kit 501C7",501C7,18.99,"Fits: TapeTech 7"" Flat Box Repair Kit 501C7 Columbia 7"" Flat Box Drywall Master 7"" Flat Box Includes: (3) 7"" Blades SS (2) Skid Covers (Right Side, Universal) (2) Skid Covers (Left Side, Universal)",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Flat Box Shim 200009",200009,11.09,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Flat Box Wiper 200026F",200026F,34.39,"7"" Pressure Plate Wiper Seal Gasket for TapeTech EasyClean® TTX and Drywall Master flat finisher boxes fits: TapeTech- part # 200026F Drywall Master- part # 7FF-37",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Gauging Trowel",VGAUGE180,14.0,"This round-nose trowel is ideal for mixing small amounts of material and applying stucco and EIFS in confined areas. The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon steel trowels. The distinct V-shaped back and broad rounded tip is perfect for replacing damaged mortar and stucco or to patch concrete. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Housing 506001G",506001G,192.09,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" MAXXBOX Flat Box EHC07",EHC07,419.0,"TapeTech 7"" MaxxBox™ Flat Box EHC07 MaxxBox design holds up to 68% more mud than other high capacity flat boxes. MaxxBox offers increased efficiency and production speed, allowing you to finish more between fill ups without tiring you out. Pressure plate is connected to solid hinge for wider opening and easier cleaning. Tape Tech 7"" High Capacity Maxxbox is excellent choice for base coating drywall flat seams, butt joints and corner bead. TapeTech Maxxbox will fit any major brand drywall taping tool flat box brake handle. The adjustable mud outlet dial, allows the MaxxBox to provide high compound capacity while maintaining a precision metered finish. Perfect For Base Coats on Flat Seams, Butt Joints and Cornerbeads Precise Dial Adjustment For Smooth Finish Feathering Designed To Improve Speed and Efficiency High Mud Compound Capacity Hinged Pressure Plate Operates Smoothly Opens Wide For Easy Cleaning 5 Year TapeTech Manufacturer’s Warranty",TapeTech,exact_sku_in_official_catalog,1.00
TapeTech,"TapeTech 7"" MaxxBox Flat Box EHC07 - Reconditioned",EHC07-R,325.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 7"" MaxxBoxâ„¢ Flat Box EHC07 design holds up to 68% more mud than other high capacity flat boxes. MaxxBox offers increased efficiency and production speed, allowing you to finish more between fill ups without tiring you out. Pressure plate is connected to solid hinge for wider opening and easier cleaning. Tape Tech 7"" High Capacity Maxxbox is excellent choice for base coating drywall flat seams, butt joints and corner bead. TapeTech Maxxbox will fit any major brand drywall taping tool flat box brake handle. The adjustable mud outlet dial, allows the MaxxBox to provide high compound capacity while maintaining a precision metered finish. Perfect For Base Coats on Flat Seams, Butt Joints and Cornerbeads Precise Dial Adjustment For Smooth Finish Feathering Designed To Improve Speed and Efficiency High Mud Compound Capacity Hinged Pressure P(more...)",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" MAXXBOX w/ Easy Roll Wheels",EHC07,419,"Our TapeTech drywall finishing tools 7"" Easy Clean Flat Finish boxes holds 30% more mud than standard flat boxes. Buy from Al's Taping Tools today!",TapeTech,exact_sku_in_official_catalog,1.00
TapeTech,"TapeTech 7"" Power Assist /EasyClean® Box Blade Holder 220002",220002,101.07,220002 TapeTech Replacement 7 Inch Brass Blade Holder for *Old Style ECH and Power Assist Flat Boxes only. Will not fit TTX (standard) TapeTech Flat Boxes.,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Power Assist /EasyClean® Flat Box Seal Plate 210097",210097,15.39,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Power Assist MAXXBOX PAHC07",PAHC07,459.0,"TapeTech 7"" POWER ASSIST® MAXXBOX® PAHC07 Gives you the extra capacity you want in a high capacity Flat Box, with half the effort. Save time and reduce fatigue by letting the tool do more of the work. Featuring a smart design that matches the usable capacity to the application. The TapeTech Power Assist® finishing box holds just the right amount of joint compound to keep you finishing longer without wearing you out. The POWER ASSIST® MAXXBOX® is sure to become the industry standard for finishing! Adjustable dial crown setting allows the user to easily apply just the right amount of compound over flat seams and butt joints on walls and ceilings. These boxes work with all major brand flat box handles, including the Wizard™ handle for Power Assist® boxes 8000TT-PA (not included). Flat box brake handle controls position of MAXXBOX® to activate the POWER ASSIST® mechanism. Pressure plate reverse spring setup then helps apply the joint compound. MAXXBOX® high capacity holds more mud compound, saving you trips back and forth to the the pump for refills, increasing your production ability. Perfect For Base Coats on Flat Seams, Butt Joints and Cornerbeads Pivoting Axle Adjusts To Any Drywall Surface Adjustable Crown Control For Correct Compound Output Designed To Improve Speed and Efficiency Reverse Springs For Power Assisted Finishing EasyClean Pressure Plate For Fast Cleanup High Mud Compound Capacity",TapeTech,exact_sku_in_official_catalog,1.00
TapeTech,"TapeTech 7"" POWER ASSIST MAXXBOX PAHC07 - Reconditioned",PAHC07-R,330.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 7"" POWER ASSISTÂ® MAXXBOXÂ® PAHC07 gives you the extra capacity you want in a high capacity Flat Box, with half the effort. Save time and reduce fatigue by letting the tool do more of the work. Featuring a smart design that matches the usable capacity to the application. The TapeTech Power AssistÂ® finishing box holds just the right amount of joint compound to keep you finishing longer without wearing you out. The POWER ASSISTÂ® MAXXBOXÂ® is sure to become the industry standard for finishing! Adjustable dial crown setting allows the user to easily apply just the right amount of compound over flat seams and butt joints on walls and ceilings. These boxes work with all major brand flat box handles, including the Wizardâ„¢ handle for Power AssistÂ® boxes 8000TT-PA (not included). Flat box brake handle controls position of MAXXBOXÂ® to activate the POWER ASSISTÂ® mechanism. Pressure plate reverse spring se(more...)",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Power Assist Pressure Plate 240027G",240027G,98.59,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" PowerAssist MaxxBox w/ EasyRoll Wheels",PAHC07,459,"The TapeTech PowerAssist Maxxbox finishes butt joints, feathers edges and more! Check out this great TapeTech product from Al's Taping Tools.",TapeTech,exact_sku_in_official_catalog,1.00
TapeTech,"TapeTech 7"" Premium Finishing Knife PFK07TT",PFK07TT,27.99,"TapeTech 7"" Premium Finishing Knife Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Premium Smoothing Wipe Down Blade",PFK07TT,31,"The 7"" TapeTech Wipe Down Knife work best with the optional 40"" extension pole (sold separately). Made to wipe down tape after applying with the Auto Taper or Banjo. Buy this product from Al's Taping Tools today!",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Pressure Plate 200727",200727,40.98,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Pressure Plate 206027G",206027G,96.89,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Pressure Plate 500018",500018,29.69,"500018 Pressure Plate for 50TT/CA07TT (7"") Angle Box L 6-1/4 in W 2-5/8 in",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Radius Plate 200732",200732,36.98,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Radius Plate 206032G",206032G,95.7,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Radius Plate 210032G",210032G,247.77,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Radius Plate 240032G",240032G,247.77,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Replacement Blade PFB07 2pk",PFB07,24.99,"TapeTech 7"" Replacement Blade PFB07 2pk Get more out of every TapeTech Premium Finishing Knife by swapping your old blade with a new one and keep an extra spare on-hand. Fits the TapeTech 7"" Premium Finishing Knife PFK07TT (sold separately). Features: Stainless Steel Blade Easily Replaceable",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Seal Backer 200792",200792,42.55,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Seal Holder 7CA-08",7CA-08,36.13,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Spacer Rod 210071",210071,14.29,"TapeTech 7"" Spacer Rod 210071",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 7"" Wiper 210024F",210024F,42.59,"210024F TapeTech Replacement 7"" Wiper For Power Assist and ECH/TTEC Flat Boxes Only. This item does not fit TTX (Standard) TapeTech Flat Boxes",TapeTech,brand_alias,0.98
TapeTech,TapeTech 7/16 x 13/64 X 1/32 Washer 809723,809723,2.19,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 72"" Bent Flat Box Handle 8172TT - Reconditioned",8172TT-R,273.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 72"" EasyFinishÂ® Box Handle , attach to the TapeTech EasyCleanâ„¢, EasyCleanâ„¢ High Capacity or Power Assistâ„¢ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Incorporating an ergonomic, bent handle design they provide increased leverage with less effort. The EasyFinishÂ® handles are highly recommended for use with the TapeTech Power Assistâ„¢ Finishing Boxes as the bent handle helps to activate the Power Assistâ„¢ mechanism. Features: Perfect For Wall Work, Butt Joints, and Tight Areas Easier To Use On Ceilings 3/4"" Diameter Handle Fits Every Major Brand Flat Box",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 72"" Brake Connector Band 800872",800872,198.26,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 72"" Connector Assy 814272",814272,101.59,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 72"" Continuous Flow Flat Box Handle CFS8072TT",CFS8072TT,753.0,"TapeTech 72"" Continuous Flow Flat Box Handle CFS8072TT The Bazooka Continuous Flow Finishing Box Handle features a new, ergonomic tear-drop shape that is easier to grip and reduces fatigue. To prevent leaking, the new Bazooka-Lock system securely locks the box handle to the finishing box. To ensure the steady flow you need, the patent-pending pivoting head improves the flow of joint compound to the finishing box. Features: Tool-less connections make changing handles quick and easy. Ergonomic tube shape improves grip Compatible with the CTBXC for wireless radio frequency (RF) flow control while finishing drywall. Bazooka Lock system provides a secure connection Must be used with TapeTech Bazooka Continuous Flow Boxes",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 72"" Curved Handle Tube, 818172G",818172G,433.59,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 72"" Drywall Flat Finisher Box Handle - 8072TT",8072TT,249,The TapeTech flat box handle 72 inch is a great handle option that fits most flat boxes. Check out this great product from Al's Taping Tools today!,TapeTech,exact_sku_in_official_catalog,1.00
TapeTech,"TapeTech 72"" Easy Finish Bent Flat Box Handle 8172TT",8172TT,289.0,"TapeTech 72"" EasyFinish® Box Handle Attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Incorporating an ergonomic, bent handle design they provide increased leverage with less effort. The EasyFinish® handles are highly recommended for use with the TapeTech Power Assist™ Finishing Boxes as the bent handle helps to activate the Power Assist™ mechanism. Perfect For Headers and Higher Ceilings Easier To Use On Ceilings 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty",TapeTech,exact_sku_in_official_catalog,1.00
TapeTech,"TapeTech 72"" EasyFinish Flat Box Handle - 8172TT",8172TT,289,"Our Tape tech 72"" flat box handle has a bend at the end to help apply pressure. It is great for 10 foot stand ups. Buy this product from Al's Taping Tools today!",TapeTech,exact_sku_in_official_catalog,1.00
TapeTech,"TapeTech 72"" Flat Box Handle 8072TT",8072TT,249.0,"TapeTech 72"" Flat Box Handle TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For High Work, Ceilings, and High Headers Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty",TapeTech,exact_sku_in_official_catalog,1.00
TapeTech,"TapeTech 72"" Flat Box Handle 8072TT - Reconditioned",8072TT-R,250.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 72"" Flat Box Handle utilizes the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyCleanâ„¢, EasyCleanâ„¢ High Capacity or Power Assistâ„¢ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For Headers, and Ceilings Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 72"" Handle with Welded Flange 804772",804772,430.19,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 75 mm Cove Applicator Head CH75TT,CH75TT,140.86,TapeTech 75 mm Cove Applicator Head CH75TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhesion of gypsum cove or cornice. They are designed to work with the most common sizes of Gyprock™,TapeTech,exact_sku_in_official_catalog,1.00
TapeTech,TapeTech 75 mm Cove Applicator Head CH75TT,CH75TT,99.0,"TapeTech 75 mm Cove Applicator Head CH75TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhesion of gypsum cove or cornice. They are designed to work with the most common sizes of Gyprock™ Cornice, Gyproc™ Cove, GIB-Cove™ and other brands of gypsum cove and cornice. Cove Applicator heads attach securely to all TapeTech Corner Applicator tools but are ideally suited to be used with the Compound Tubes.",TapeTech,exact_sku_in_official_catalog,1.00
TapeTech,"TapeTech 8"" and 10"" Blue Steel Knife Kit",72006,41.9,"TapeTech 8"" and 10"" Blue Steel Knife Kit TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Blue Steel Blade Provides More Corrosion Resistance Than Carbon Steel Strongest Backing Plate In The Industry Prevents Blade Deflection Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Angle Box CA08TT",CA08TT,330.0,"TapeTech 8"" Angle Box CA08TT Used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech Angle Box incorporates the new XHT/FHTT handle connection with non-slip D shaped input. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 8"" model is slightly larger than the 7"" model, and holds more compound. The greater mud capacity adds a small amount of weight, but increases overall productivity. The new CA08TT requires an XHT/FHTT handle, and will not adapt to earlier TapeTech or similar handles (not included). Features: Higher Mud Capacity Than The 7"" New XHT/FHTT D Handle Connector Durable Stainless Steel Nose Cone Connects To All Brands Of Angle Heads, and Mud Heads",TapeTech,exact_sku_in_official_catalog,1.00
TapeTech,"TapeTech 8"" Angle Box CA08TT - Reconditioned",CA08TT-R,225.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 8"" Angle Box CA07TT Used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech Angle Box incorporates the new XHT/FHTT handle connection with non-slip D shaped input. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 8"" model is slightly larger than the 7"" model, and holds more compound. The greater mud capacity adds a small amount of weight, but increases overall productivity. The new CA08TT requires an XHT/FHTT handle, and will not adapt to earlier TapeTech or similar handles (not included). Features: Higher Mud Capacity Than The 7"" New XHT/FHTT D Handle Connector Durable Stainless Steel Nose Cone Connects To All Brands Of Angle Heads, and Mud Heads (more...)",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Angle Box Pressure Plate 350034",350034,36.99,"350034 Pressure Plate for 35TT/CA08TT (8"") Angle Box L 7-5/16 in W 2-5/8 in",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Angle Box w/ XHTT Extendable Handle",CA08TT/XHTT,509.0,"The CA08TT 8"" TapeTech Corner Applicator with XHTT Interchangeable Extension Handle incorporates the new XHT/FHTT handle connection with non-slip D shaped input and extendable convenience. The CA08TT Angle Box is used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech XHTT is an interchangeable extendable handle system that allows one support handle to be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle XHTT fits the CA08TT corner box and corner roller without adapters. The new, optimal 1.25"" diameter makes TapeTech XHTT handles the most ergonomic in the industry. The XHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 8"" model is slightly larger than the 7"" model, and holds more compound. The greater mud capacity adds a small amount of weight, but increases overall productivity. TapeTech CA08TT Angle Box with XHTT Handle: Includes New XHTT D Handle Connector Extension Handle 43""-77"" Use a single handle with attachments for a variety of tools. Durable Stainless Steel Nose Cone Connects to all brands of Angle Head, and a variety of Mud Heads 8"" model has a higher mud capacity than the 7"", and overall higher production rate",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Angle Box Wiper 350008",350008,22.69,"8"" Corner Angle Box Wiper fits TapeTech and Drywall Master 8"" angle box. TapeTech-350008 Drywall Master- 8CA-15 Measures 7.25 inches long by 3.0 inches wide.",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Angle Box With FHTT Handle",CA08/FHTT,389.0,"The CA08TT 8"" TapeTech Corner Applicator with FHTT Interchangeable Fiberglass Handle incorporates the new XHT/FHTT handle connection with non-slip D shaped input and extendable convenience. The CA08TT Angle Box is used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech FHTT is an interchangeable fiberglass handle system that allows one support handle to be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle FHTT fits the CA08TT corner box and corner roller without adapters. The new, optimal 1.25"" diameter makes TapeTech FHTT handles the most ergonomic in the industry. The FHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 8"" model is slightly larger than the 7"" model, and holds more compound. The greater mud capacity adds a small amount of weight, but increases overall productivity. TapeTech CA08TT Angle Box with FHTT Handle: Includes New FHTT D Handle Connector Extension Handle 43"" Use a single handle with attachments for a variety of tools. Durable Stainless Steel Nose Cone Connects to all brands of Angle Head, and a variety of Mud Heads 8"" model has a higher mud capacity than the 7"", and overall higher production rate",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Bucket Trowel",VBUCKET08,18.99,"TapeTech 8"" Bucket Trowel VBUCKET08 The TapeTech 8"" Bucket Trowel (VBUCKET08) is a purpose-built tool designed for efficiently scooping EIFS, stucco, and mortar directly from buckets and mortar boxes. Its unique square-shaped blade allows you to move material quickly while reducing waste, making it an essential tool for exterior finishing and masonry work. Constructed from high carbon tempered steel, this bucket trowel delivers superior durability and edge retention compared to standard trowels, ensuring long-lasting performance under demanding job site conditions. The ergonomic ProSoft handle provides a comfortable grip, helping reduce fatigue during extended use and improving overall control. Beyond scooping, this versatile tool can also be used for buttering bricks, spreading mortar, and smoothing materials, making it a valuable addition to any contractor’s toolkit. Whether you're working with EIFS systems, stucco applications, or masonry projects, this trowel is designed to increase efficiency and deliver consistent results. Key Features: Square-shaped blade for efficient scooping with less material waste High carbon tempered steel for durability and long life Ergonomic ProSoft grip for comfort and reduced fatigue Ideal for EIFS, stucco, mortar, and masonry applications Multi-use design for scooping, buttering, and smoothing",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Corner Applicator - CA08TT",CA08TT,330,"The TapeTech 8"" drywall corner box is an excellent choice for running angles. Most customers like the 8 inch size the best because it can run longer angles. Buy from Al's Taping Tools today!",TapeTech,exact_sku_in_official_catalog,1.00
TapeTech,"TapeTech 8"" Gauging Trowel",VGAUGE200,19.99,"This round-nose trowel is ideal for mixing small amounts of material and applying stucco and EIFS in confined areas. The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon steel trowels. The distinct V-shaped back and broad rounded tip is perfect for replacing damaged mortar and stucco or to patch concrete. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Hot Knife Blade",EBLADE08,29.99,"TapeTech Hot Knife Blades fit all TapeTech Hot Knives. Manufactured from premium quality NiChrome alloy, TapeTech Hot Knife Blades heat quickly and evenly to make clean cuts in EPS or XPS foam panels. Available in 4"", 6"", 8"" and 10"" lengths.",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Housing Assembly 356001G",356001G,230.99,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Premium Blue Steel Taping Knife",TK08BSTT,11.99,"TapeTech 8"" Premium Blue Steel Joint Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Blue Steel Blade Provides More Corrosion Resistance Than Carbon Steel Strongest Backing Plate In The Industry Prevents Blade Deflection Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Premium Blue Steel Taping Knife",TK08BSTT,19.95,"TapeTech 8"" Premium Blue Steel Taping Knife TapeTech 8"" Premium Blue Steel Joint Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials, experience, and testing to produce knives with the best balance, flex",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Premium Stainless Steel Taping Knife",TK08SSTT,13.99,"TapeTech 8"" Premium Stainless Steel Taping Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel while Stainless Steel blades maximize rust resistance. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Stainless Steel Blade Resists Corrosion and Cleans Up Fast Strongest Backing Plate In The Industry Prevents Blade Deflection Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Premium Stainless Steel Taping Knife",TK08SSTT,22.95,"TapeTech 8"" Premium Stainless Steel Taping Knife TapeTech 8"" Premium Stainless Steel Taping Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience, and testing to produce knives with the best bal",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" QSX Crowned Finishing Blade QB8023-5",QB8023-5,39.99,"TapeTech 8"" QSX Crowned Finishing Blade",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" QSX Flat Finishing Blade QB8003-5",QB8003-5,39.99,"TapeTech 8"" QSX Flat Finishing Blade",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" QSX Notched Blade QB8043-5",QB8043-5,32.99,"TapeTech 8"" QSX Notched Blade",TapeTech,brand_alias,0.98
